Name,Date,Appetite,SleepInd,StSpirit,pEffort,uaI,uaI(-1),DeltaWt (%),DeltaHrtwo,FatigInd,Sex_F
270.0,1580342400,6.0,-4.0,5.0,1.0,0.0,0.0,0.0024449877750611915,0.0,Low/Minimal,1
283.0,1734519434,5.0,-6.2051273301300585,3.0,1.0,0.0,1.1205127330130058,-0.004878346552989571,1.4461527961560703,Low/Minimal,1
270.7688070227394,1587370762,6.1155964886302945,-5.528899122157574,5.0,1.9422017556848528,1.9422017556848528,0.11559648863029448,0.0041875633585993725,5.942201755684852,Low/Minimal,1
268.70310098346,1577096550,6.0,-5.864599344360017,4.567700327819992,2.7031009834599744,0.5677003278199915,1.1469818885412029,-0.0021310631756474778,2.593798033080051,Low/Minimal,1
267.0,1581811200,6.0,-6.0,4.0,6.0,2.18,2.05,0.0,6.0,Low/Minimal,1
271.0,1589500800,6.0,-6.0,5.0,2.0,2.0,2.0,-0.002188183807439792,6.0,Low/Minimal,1
283.0,1733370688,5.0,-9.13317673246114,3.0,1.0,0.0,1.239953019738342,0.00448696173153194,4.959812078953368,Low/Minimal,1
271.0,1585958400,6.0,-5.5,5.0,2.0,2.0,2.0,0.0,6.0,Low/Minimal,1
267.0,1588083791,6.0,-4.000347570711861,3.6001390282847447,6.399860971715255,2.0,1.3998609717152555,0.002941857981787953,20.801112226277958,Low/Minimal,1
283.0,1706227200,6.0,-10.5,4.0,1.0,0.0,1.89,0.0,0.0,Low/Minimal,1
283.0,1708223932,5.449754133369765,-10.114827893358836,4.550245866630235,1.0,0.5502458666302343,1.9505270453293257,0.0,0.0,Low/Minimal,1
283.0,1733011200,5.0,-10.0,3.0,1.0,0.0,1.5,0.0017421602787457413,6.0,Low/Minimal,1
283.0,1712880000,6.0,-7.0,4.0,1.0,0.0,2.0,0.0,0.0,Low/Minimal,1
271.0,1579996800,6.0,-6.5,5.0,1.0,0.0,1.83,0.0,0.0,Low/Minimal,1
267.0,1585612800,6.0,-6.0,5.0,7.0,2.0,2.0,-0.004934210526315819,7.0,Low/Minimal,1
271.0,1583020800,6.0,-6.0,5.0,1.0,0.0,2.64,0.0,-6.0,Low/Minimal,1
271.0,1577664000,6.0,-7.0,5.0,1.0,0.0,0.0,0.0,6.0,Low/Minimal,1
271.0,1585785600,6.0,-6.0,5.0,2.0,2.0,2.0,0.0,6.0,Low/Minimal,1
270.0,1580040035,6.0,-7.332779646944657,5.0,4.332779646944657,0.0,1.5247466884771808,0.0,18.99584735208493,Low/Minimal,1
270.39106060757325,1577265787,6.0,-6.391060607573241,4.608939392426759,1.0,0.0,0.0,0.004655483423490946,-2.3463636454394448,Low/Minimal,1
267.0,1576108800,6.0,-6.0,2.0,6.0,2.69,2.43,0.001677852348993314,-6.0,Low/Minimal,1
271.0,1588723200,6.0,-6.0,5.0,2.0,2.0,2.0,-0.0066225165562914245,6.0,Low/Minimal,1
283.0,1735084800,5.0,-5.0,3.0,1.0,0.0,0.0,0.017574692442882345,0.0,Low/Minimal,1
271.0,1587427200,6.0,-5.5,5.0,2.0,2.0,2.0,-0.006637168141592875,6.0,Low/Minimal,1
270.0,1577059200,6.0,-5.0,5.0,4.0,1.0,1.0,-0.005025125628140725,0.0,Low/Minimal,1
271.0,1585612800,6.0,-6.0,5.0,2.0,2.0,2.0,0.0022321428571427937,-6.0,Low/Minimal,1
267.0,1585958400,5.0,-5.0,6.0,7.0,2.0,2.0,-0.006578947368421018,7.0,Low/Minimal,1
270.0,1577577600,6.0,-6.0,4.0,1.0,1.0,1.0,0.0,4.0,Low/Minimal,1
267.0,1584144000,6.0,-7.0,5.0,2.0,2.0,2.0,0.0033444816053511683,13.0,Low/Minimal,1
271.0,1576972800,6.0,-6.0,5.0,1.0,0.0,1.0,0.004784688995215225,-6.0,Low/Minimal,1
267.0,1585785600,6.0,-6.0,5.0,6.0,2.0,2.0,0.009884678747940745,8.0,Low/Minimal,1
267.0,1587991777,6.465542680860608,-6.0,3.4655426808606085,6.37060061698787,1.7672286595696958,2.0,-0.0012475262757230552,5.0,Low/Minimal,1
267.0,1577145600,6.0,-7.0,4.0,1.0,0.0,1.34,0.0016694490818029983,6.0,Low/Minimal,1
267.0,1574899200,6.0,-5.5,4.0,4.0,1.87,2.85,0.006644518272425293,-6.0,Low/Minimal,1
267.0,1576022400,6.0,-6.0,2.0,5.0,2.43,2.0,-0.0033444816053511683,-6.0,Low/Minimal,1
270.0,1577232000,6.0,-6.0,5.0,1.0,0.0,0.0,0.0,0.0,Low/Minimal,1
271.0,1586304000,6.0,-5.5,5.0,2.0,2.0,2.0,-0.00222717149220486,6.0,Low/Minimal,1
271.0,1588900301,6.0,-6.0,5.0,2.0,2.0,0.6334729623490836,-0.00510094871726519,6.0,Low/Minimal,1
283.0,1705017600,6.0,-6.0,4.0,1.0,0.0,1.89,0.0,0.0,Low/Minimal,1
271.0,1582588800,6.0,-7.0,5.0,1.0,0.0,0.0,0.0,0.0,Low/Minimal,1
267.36242573813126,1585950571,5.090606434532821,-5.090606434532821,5.909393565467179,6.546967827335896,2.0,2.0,-0.00578105633638748,6.365754958270254,Low/Minimal,1
270.0,1589068800,6.0,-7.0,5.0,1.0,0.0,2.0,0.0,6.0,Low/Minimal,1
270.0764246975114,1577610755,6.0,-7.0,4.769106174377851,1.0,0.0,0.3093977263336797,0.00038546548517887823,6.0,Low/Minimal,1
271.0,1585872000,6.0,-6.0,5.0,2.0,2.0,2.0,0.00222717149220486,0.0,Low/Minimal,1
270.01326496115985,1575755177,5.986735038840133,-4.0198974417398,4.013264961159867,5.933675194200667,2.8812663134131897,3.2767350388401333,-3.113840647856038e-05,-6.0,Low/Minimal,1
271.0,1584835200,6.0,-5.0,5.0,2.0,2.0,2.0,0.0022421524663676085,-6.0,Low/Minimal,1
283.0,1710347906,5.9533343367863845,-7.0466656632136155,4.906668673572769,1.0,0.0,0.10779768202345164,0.012275377774696524,0.0,Low/Minimal,1
283.0,1734998400,5.0,-5.0,3.0,1.0,0.0,1.0,-0.006980802792321161,0.0,Low/Minimal,1
267.0,1588291200,6.0,-2.5,3.0,7.0,2.0,2.0,0.0,16.0,Low/Minimal,1
271.0,1586563200,6.0,-5.0,5.0,2.0,2.0,2.0,0.0022222222222221255,6.0,Low/Minimal,1
271.0,1581811200,6.0,-6.0,5.0,1.0,0.0,2.11,0.0,-6.0,Low/Minimal,1
271.0,1582502400,6.0,-4.0,5.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,1
267.0,1585526400,6.0,-4.0,4.0,6.0,2.0,2.0,-0.006535947712418277,4.0,Low/Minimal,1
283.0,1713484800,5.0,-6.5,4.0,1.0,0.0,1.0,0.003454231433505983,0.0,Low/Minimal,1
283.0,1715904000,6.0,-6.0,5.0,1.0,0.0,2.0,0.008196721311475308,-6.0,Low/Minimal,1
267.0,1583280000,6.0,-3.5,4.0,8.0,3.12,2.47,-0.01340033500837523,-1.0,Low/Minimal,1
271.0,1577318400,6.0,-7.0,4.0,1.0,0.0,0.0,0.011904761904761862,-6.0,Low/Minimal,1
271.0,1585353600,6.0,-5.5,5.0,2.0,2.0,2.0,0.0022371364653244186,0.0,Low/Minimal,1
270.9840337477798,1576972800,6.0,-5.984033747779786,5.0,1.0,0.015966252220214194,1.0,0.004668279774197487,-5.904202486678715,Low/Minimal,1
274.0,1576195200,6.0,-6.0,4.0,3.0,2.91,2.0,0.0017667844522968323,10.0,Optimal,0
274.0,1577664000,4.0,-6.0,4.0,5.0,1.41,0.0,0.007104795737122638,16.0,Optimal,0
274.0,1578268800,3.0,-5.0,4.0,5.0,1.54,0.0,0.010771992818671361,21.0,Optimal,0
274.0,1576540800,4.0,-6.0,4.0,5.0,2.2,2.35,0.0018214936247722413,10.0,Optimal,0
269.0,1582675200,5.0,-2.0,5.0,1.0,0.0,0.0,0.0,0.0,Optimal,0
274.0,1579910400,3.0,-3.0,4.0,4.0,1.0,1.6,0.0,15.0,Optimal,0
274.0,1580774400,5.0,-5.5,5.0,6.0,2.52,1.85,-0.03558718861209964,21.0,Optimal,0
274.0,1584489600,4.0,-5.5,5.0,4.0,2.0,2.0,0.0017094017094017033,28.0,Optimal,0
275.0,1580256000,6.0,-5.5,3.0,6.0,2.0,1.75,0.005357142857142838,-12.0,Optimal,0
269.0,1584403200,6.0,-4.5,7.0,4.0,2.0,2.0,0.0,-6.0,Optimal,0
274.0,1588291200,3.0,-4.5,5.0,4.0,2.0,2.0,0.0034662045060658286,32.0,Optimal,0
274.0,1579824000,5.0,-2.0,4.0,5.0,1.6,1.88,0.0,16.0,Optimal,0
274.0,1580688000,5.0,-4.0,5.0,6.0,1.85,0.0,0.0035714285714285587,16.0,Optimal,0
274.0,1578355200,4.0,-3.0,4.0,5.0,1.89,1.54,0.001776198934280604,11.0,Optimal,0
275.0,1580947200,5.0,-4.5,4.0,6.0,2.73,2.76,0.019572953736654908,-18.0,Optimal,0
269.0,1573689600,6.0,-2.0,5.0,4.0,2.61,2.69,-0.006896551724137945,-9.0,Optimal,0
274.0,1578528000,5.0,-3.0,4.0,6.0,1.89,2.44,-0.01245551601423489,16.0,Optimal,0
274.0,1572220800,5.0,-5.0,6.0,5.0,2.08,0.0,0.018181818181818077,10.0,Optimal,0
269.0,1572825600,6.0,-4.0,6.0,6.0,2.24,0.0,0.0,-6.0,Optimal,0
269.0,1584835200,6.0,-3.0,7.0,5.0,2.0,2.0,0.0,0.0,Optimal,0
274.0,1581465600,4.0,-4.0,5.0,7.0,2.76,2.21,0.0,16.0,Optimal,0
274.0,1572998400,4.0,-5.0,4.0,4.0,2.75,2.3,-0.01590106007067138,16.0,Optimal,0
274.0,1581984000,3.0,-3.0,4.0,6.0,2.18,2.3,0.014362657091562037,19.0,Optimal,0
269.0,1574208000,6.0,-3.0,5.0,6.0,1.76,1.79,-0.006896551724137945,0.0,Optimal,0
274.0,1579219200,4.0,-5.0,4.0,6.0,1.68,2.59,0.001808318264014508,18.0,Optimal,0
274.0,1581811200,5.0,-4.5,5.0,1.0,0.0,2.31,0.005484460694698434,28.0,Optimal,0
274.0,1587254400,3.0,-5.5,4.0,2.0,0.0,1.0,0.005208333333333259,33.0,Optimal,0
269.0,1579478400,8.0,-4.0,5.0,6.0,2.08,1.75,0.0,-6.0,Optimal,0
274.0,1583020800,3.0,-4.0,4.0,1.0,0.0,2.64,0.0,26.0,Optimal,0
274.0,1588032000,4.0,-5.0,5.0,5.0,2.0,2.0,-0.005181347150259086,32.0,Optimal,0
274.0,1575331200,5.0,-5.0,4.0,5.0,1.9,1.6,-0.017452006980802848,10.0,Optimal,0
275.0,1580601600,6.0,-3.5,3.0,3.0,2.88,2.64,-0.005328596802841923,-12.0,Optimal,0
275.0,1581292800,3.0,-2.0,3.0,5.0,1.32,2.47,0.0,-30.0,Optimal,0
274.0,1580601600,6.0,-5.5,5.0,1.0,0.0,0.0,0.0,16.0,Optimal,0
274.0,1575590400,5.0,-6.0,3.0,3.0,3.29,1.53,-0.0017605633802817433,10.0,Optimal,0
274.0,1584230400,4.0,-5.5,5.0,1.0,1.0,2.0,0.0,24.0,Optimal,0
274.0,1573516800,3.0,-4.0,4.0,6.0,2.07,1.33,-0.0017953321364452268,16.0,Optimal,0
274.0,1579305600,3.0,-4.5,4.0,5.0,2.51,1.68,0.0,16.0,Optimal,0
274.0,1573257600,4.0,-3.0,4.0,4.0,2.32,1.69,0.0,16.0,Optimal,0
274.0,1573430400,4.0,0.0,4.0,3.0,1.33,2.58,-0.005357142857142838,10.0,Optimal,0
274.0,1573689600,4.0,-5.5,4.0,5.0,2.61,2.69,0.017889087656529412,10.0,Optimal,0
274.0,1585267200,4.0,-5.5,5.0,4.0,2.0,2.0,-0.013651877133105783,30.0,Optimal,0
274.0,1571529600,6.0,-6.5,4.0,1.0,0.0,1.78,-0.0018518518518518823,28.0,Optimal,0
275.0,1578528000,4.0,-4.0,3.0,7.0,1.89,2.44,-0.0035211267605633756,0.0,Optimal,0
274.0,1575763200,4.0,-4.0,3.0,4.0,2.92,3.29,0.005309734513274433,10.0,Optimal,0
269.0,1584576000,6.0,-5.0,6.0,6.0,2.0,2.0,0.0,6.0,Optimal,0
274.0,1573344000,4.0,-3.0,4.0,4.0,2.58,2.32,0.0,16.0,Optimal,0
275.0,1582329600,3.0,-4.0,3.0,7.0,2.23,2.38,-0.0052631578947368585,-6.0,Optimal,0
274.0,1580083200,4.0,-4.5,4.0,5.0,2.02,0.0,0.0,16.0,Optimal,0
274.0,1582588800,4.0,-5.0,4.0,7.0,2.58,1.8,-0.014336917562724039,22.0,Optimal,0
274.0,1578960000,3.0,-2.0,4.0,6.0,2.36,2.33,0.003577817531305927,19.0,Optimal,0
274.0,1582416000,5.0,-6.5,5.0,7.0,3.02,2.23,0.0,16.0,Optimal,0
274.0,1575158400,4.0,-4.0,4.0,1.0,0.0,1.5,-0.003527336860670194,10.0,Optimal,0
269.0,1573171200,5.0,-3.0,6.0,6.0,1.69,2.31,0.0013812154696133394,-6.0,Optimal,0
274.0,1583366400,4.0,-4.0,4.0,5.0,2.47,2.76,0.0,30.0,Optimal,0
274.0,1579996800,5.0,-3.0,4.0,1.0,0.0,1.0,0.0,16.0,Optimal,0
274.0,1576368000,4.0,-4.0,4.0,5.0,3.06,3.67,0.0,10.0,Optimal,0
275.0,1581897600,4.0,-5.0,3.0,6.0,2.3,0.0,0.0,-6.0,Optimal,0
274.0,1580428800,6.0,-3.5,6.0,1.0,0.0,3.0,0.0,18.0,Optimal,0
274.0,1576108800,3.0,-5.0,4.0,4.0,2.0,2.79,-0.0035211267605633756,10.0,Optimal,0
274.0,1582070400,4.0,-4.0,5.0,7.0,2.42,2.18,-0.0070796460176991705,15.0,Optimal,0
274.0,1574726400,4.0,-3.0,4.0,5.0,2.13,2.06,-0.035026269702276736,16.0,Optimal,0
275.0,1582675200,4.0,-5.0,3.0,8.0,1.72,2.58,0.0017667844522968323,-12.0,Optimal,0
269.0,1572480000,6.0,-5.0,5.0,7.0,2.28,2.15,0.0,-8.0,Optimal,0
274.0,1584662400,4.0,-4.800000000000001,5.0,5.0,2.0,2.0,0.010309278350515427,21.0,Optimal,0
274.0,1574467200,4.0,-5.0,4.0,5.0,2.3,2.25,0.0017482517482516613,16.0,Optimal,0
274.0,1576713600,4.0,-7.0,4.0,5.0,1.94,1.87,0.0,10.0,Optimal,0
274.0,1580515200,5.0,-4.0,5.0,1.0,0.0,0.0,0.0,16.0,Optimal,0
274.0,1581292800,3.0,-2.5,5.0,4.0,1.32,2.47,0.031481481481481444,16.0,Optimal,0
275.0,1579392000,4.0,-5.0,3.0,5.0,1.75,2.51,-0.005300353356890497,-12.0,Optimal,0
274.0,1588723200,4.0,-4.0,5.0,4.0,2.0,2.0,0.0034364261168384758,10.0,Optimal,0
274.0,1578614400,3.0,-4.0,4.0,5.0,2.19,1.89,0.007207207207207134,21.0,Optimal,0
274.0,1585353600,4.0,-5.0,5.0,5.0,2.0,2.0,0.00865051903114189,22.0,Optimal,0
274.0,1574640000,4.0,-3.0,5.0,5.0,2.06,2.3,0.0017543859649122862,10.0,Optimal,0
274.0,1573948800,5.0,0.0,4.0,1.0,3.13,2.74,0.005309734513274433,22.0,Optimal,0
275.0,1575244800,3.0,-4.0,3.0,5.0,1.6,0.0,-0.023972602739726012,0.0,Optimal,0
275.0,1574899200,5.0,-3.0,3.0,5.0,1.9,3.23,-0.0017094017094017033,-6.0,Optimal,0
274.0,1575417600,4.0,-5.6,3.0,5.0,2.83,1.9,0.005328596802841812,16.0,Optimal,0
274.0,1579046400,4.0,-4.5,4.0,6.0,2.05,2.36,0.0017825311942958333,17.0,Optimal,0
269.0,1571788800,5.0,-5.0,4.0,7.0,2.42,1.42,-0.013513513513513487,6.0,Optimal,0
274.0,1578096000,4.0,-2.0,4.0,4.0,1.16,1.56,0.0,15.0,Optimal,0
275.0,1581033600,5.0,-4.0,3.0,3.0,2.37,2.73,-0.005235602094240788,-24.0,Optimal,0
274.0,1574553600,4.0,-6.0,7.0,5.0,2.3,2.3,-0.005235602094240788,16.0,Optimal,0
269.0,1572739200,7.0,-5.0,7.0,1.0,0.0,2.31,0.0,-6.0,Optimal,0
274.0,1572307200,4.0,-2.0,4.0,4.0,1.52,2.08,-0.012499999999999956,22.0,Optimal,0
274.0,1576627200,4.0,-7.0,4.0,6.0,1.87,2.2,0.0018181818181817189,10.0,Optimal,0
274.0,1585699200,4.0,-5.0,5.0,5.0,2.0,2.0,-0.015306122448979553,16.0,Optimal,0
274.0,1576454400,3.0,-7.0,4.0,5.0,2.35,3.06,-0.031746031746031744,10.0,Optimal,0
275.0,1574985600,3.0,-7.0,3.0,5.0,1.6,1.9,-0.003424657534246589,-24.0,Optimal,0
274.0,1576886400,4.0,-6.0,4.0,3.0,1.0,1.94,0.0,10.0,Optimal,0
275.0,1580342400,6.0,-2.5,3.0,6.0,2.23,2.0,0.0,-12.0,Optimal,0
274.0,1575676800,4.0,-7.0,3.0,4.0,3.29,3.29,-0.003527336860670194,10.0,Optimal,0
274.0,1572134400,3.0,-3.0,4.0,1.0,0.0,1.47,0.0036496350364962904,22.0,Optimal,0
274.0,1574035200,4.0,-3.0,4.0,2.0,1.96,3.13,0.0,16.0,Optimal,0
275.0,1578009600,3.0,-8.0,3.0,5.0,1.56,1.41,0.0,-24.0,Optimal,0
274.0,1578873600,5.0,-4.0,4.0,6.0,2.33,0.0,0.0126811594202898,14.0,Optimal,0
274.0,1579564800,4.0,-3.0,4.0,6.0,2.13,2.08,-0.00536672629695889,13.0,Optimal,0
274.0,1584316800,5.0,-5.5,4.0,2.0,2.0,1.0,0.012499999999999956,26.0,Optimal,0
274.0,1579132800,5.0,-4.0,4.0,7.0,2.59,2.05,-0.016014234875444844,17.0,Optimal,0
274.0,1575072000,5.0,-5.0,4.0,5.0,1.5,1.6,-0.0017605633802817433,16.0,Optimal,0
269.0,1584662400,6.0,-7.5,7.0,6.0,2.0,2.0,0.0014005602240896309,-6.0,Optimal,0
275.0,1580860800,4.0,-4.6,4.0,7.0,2.76,2.52,-0.00881834215167554,-30.0,Optimal,0
275.0,1582588800,3.0,-5.0,3.0,8.0,2.58,1.8,0.001769911504424737,-30.0,Optimal,0
274.0,1583712000,3.0,-4.0,4.0,5.0,2.0,1.0,0.0,19.0,Optimal,0
274.0,1584748800,4.0,-4.5,5.0,5.0,2.0,2.0,-0.003401360544217691,24.0,Optimal,0
274.0,1574985600,4.0,-4.0,4.0,5.0,1.6,1.9,0.005309734513274433,16.0,Optimal,0
275.0,1575936000,3.0,-6.0,3.0,5.0,2.33,1.4,0.006968641114982521,-24.0,Optimal,0
275.0,1579305600,4.0,-5.5,3.0,6.0,2.51,1.68,0.0,-18.0,Optimal,0
274.0,1577923200,6.0,-6.0,4.0,5.0,1.41,0.0,0.0,17.0,Optimal,0
274.0,1585526400,4.0,-6.0,5.0,4.0,2.0,2.0,-0.005076142131979711,9.0,Optimal,0
274.0,1584403200,4.0,-3.8,5.0,5.0,2.0,2.0,0.031746031746031855,18.0,Optimal,0
274.0,1575936000,4.0,-5.0,3.0,5.0,2.33,1.4,-0.0017605633802817433,4.0,Optimal,0
274.0,1575244800,5.0,-4.0,4.0,5.0,1.6,0.0,0.014159292035398341,10.0,Optimal,0
275.0,1579564800,6.0,-4.0,3.0,1.0,0.0,2.08,0.0,-12.0,Optimal,0
274.0,1574380800,4.0,-7.5,4.0,4.0,2.25,1.69,0.0017513134851139256,16.0,Optimal,0
274.0,1581638400,4.0,-4.5,5.0,6.0,2.45,2.08,0.007181328545780907,17.0,Optimal,0
274.0,1587600000,4.0,-4.0,5.0,5.0,2.0,2.0,0.0,30.0,Optimal,0
274.0,1578700800,5.0,-5.0,4.0,5.0,1.89,2.19,-0.012522361359570633,15.0,Optimal,0
274.0,1580342400,6.0,-5.0,5.0,1.0,3.0,0.0,0.0,18.0,Optimal,0
275.0,1580169600,6.0,-4.0,3.0,4.0,1.75,1.0,-0.005328596802841923,-6.0,Optimal,0
283.0,1709164800,5.0,-5.0,4.0,5.0,2.64,2.82,0.0,0.0,Optimal,1
283.0,1712793600,6.0,-7.0,4.0,3.0,2.0,2.0,0.0017361111111111605,0.0,Optimal,1
267.0,1583712000,6.0,-3.0,4.0,2.0,2.0,2.42,-0.0033333333333332993,15.0,Optimal,1
271.0,1575590400,6.0,-5.0,5.0,5.0,3.29,1.53,-0.0071770334928229484,0.0,Optimal,1
270.0,1573516800,6.0,-6.0,5.0,6.0,1.78,1.33,0.0,12.0,Optimal,1
271.0,1584576000,6.0,-6.0,5.0,3.0,2.0,2.0,0.002262443438914019,6.0,Optimal,1
271.0,1587945600,6.0,-7.0,5.0,2.0,2.0,0.0,-0.004424778761061954,6.0,Optimal,1
271.0,1573171200,6.0,-4.5,5.0,4.0,1.82,2.75,0.0,-6.0,Optimal,1
267.0,1577318400,7.0,-5.5,3.0,4.0,1.18,0.0,-0.0016611295681062677,0.0,Optimal,1
283.0,1707264000,5.0,-4.0,3.0,3.0,2.37,2.73,0.0,-6.0,Optimal,1
267.0,1580342400,6.0,-4.5,3.0,8.0,2.25,2.06,0.0034071550255536653,6.0,Optimal,1
271.0,1579305600,6.0,-6.5,5.0,5.0,2.51,1.68,0.0,0.0,Optimal,1
267.0,1581206400,6.0,-3.0,4.0,8.0,2.04,2.03,0.006825938566553003,6.0,Optimal,1
270.0,1584316800,6.0,-5.0,5.0,6.0,2.0,1.0,-0.012048192771084376,6.0,Optimal,1
271.0,1579737600,6.0,-2.5,5.0,5.0,1.93,2.76,0.0,0.0,Optimal,1
267.0,1574726400,6.0,-3.5,4.0,5.0,2.08,2.11,-0.00995024875621886,0.0,Optimal,1
270.0,1578700800,6.0,-5.0,5.0,5.0,1.83,2.19,0.0,-12.0,Optimal,1
