pEffort,uaI,SleepInd,Sex_F,pEffort(MA6),SleepInd(MA6),uaI(MA6),Appetite(MA6),FatigInd
5.0,2.12,-4.0,1,6.016945584136723,-4.152444418176266,2.0885347088096475,6.000019955182525,Risk/Caution
5.0,2.3,-5.0,1,5.726389702954801,-4.394603155840191,2.1489533634354627,6.000014253701804,Risk/Caution
5.0,2.33,-3.5,1,5.518849787824857,-4.139002254171565,2.2006809738824735,6.000010181215575,Risk/Caution
7.0,2.57,-2.5,1,5.942035562732041,-3.6707158958368327,2.3062006956303382,6.000007272296839,Risk/Caution
7.0,2.13,-3.5,1,5.273336575339665,-3.2852463177247935,2.0845920902442927,6.000002650253951,Risk/Caution
5.0,1.86,-5.0,1,5.099612454569849,-4.200162652232068,2.0762507617508357,6.000000965835989,Risk/Caution
4.0,2.97,-2.0,1,3.8680491802260537,-3.838121404534104,3.2988835108157053,6.00000000010951,Risk/Caution
7.0,2.97,-2.0,1,4.762892271590038,-3.3129438603815027,3.2049167934397893,6.000000000078222,Risk/Caution
5.0,3.62,-3.5999999999999996,1,4.830637336850027,-3.394959900272502,3.323511995314135,6.000000000055873,Risk/Caution
8.0,1.51,-4.0,1,5.275785878767895,-4.260124540473113,1.1336894774285504,6.517335463968632,Risk/Caution
8.0,1.51,-3.0,1,4.558231005381886,-4.742027893758423,0.8445807133485971,6.188533332350085,Risk/Caution
8.0,1.92,-6.0,1,5.835832145603003,-5.154095864162461,1.3590717925247944,6.09619047568882,Risk/Caution
5.0,1.58,-6.0,1,4.610118441634185,-5.364334624572684,1.1448325472065275,6.049076773310623,Risk/Caution
7.0,2.2,-5.0,1,5.292941744024418,-5.260239017551917,1.4463089622903769,6.0350548380790165,Risk/Caution
6.0,2.25,-5.0,1,5.49495838858887,-5.185885012537083,1.675934973064555,6.0250391700564405,Risk/Caution
6.0,2.02,-6.0,1,5.778998620035884,-5.788852908256898,1.9524013056334184,6.005355061848149,Risk/Caution
8.0,2.26,-3.0,1,6.413570442882774,-4.992037791612069,2.0402866468810132,6.003825044177249,Risk/Caution
6.0,1.98,-6.0,1,6.295407459201981,-5.280026994008621,2.023061890629295,5.7170178886980345,Risk/Caution
7.0,1.7,-4.5,1,6.844595642449991,-5.000013772453378,1.9117662707292324,5.855621371784712,Risk/Caution
6.0,1.91,-3.0,1,6.226834511454077,-4.734700904312947,2.0660031993516492,5.926337434584037,Risk/Caution
7.0,1.97,-4.5,1,6.447738936752912,-4.667643503080677,2.0385737138226068,5.947383881845742,Risk/Caution
8.0,2.06,-4.5,1,6.891242097680651,-4.619745359343341,2.04469550987329,5.962417058461244,Risk/Caution
5.0,1.85,-7.0,1,6.682640063976441,-4.44937848800785,2.256016747090738,5.993012037109025,Risk/Caution
6.0,2.1,-5.0,1,6.487600045697458,-4.606698920005607,2.2114405336362415,5.995008597935018,Risk/Caution
5.0,2.25,-4.5,1,6.371224513110947,-4.452397408166126,2.2772655783858373,5.997453366293377,Risk/Caution
5.0,1.63,-4.0,1,5.979446080793533,-4.323141005832947,2.092332555989884,5.998180975923841,Risk/Caution
6.0,1.81,-3.5,1,5.878031570385656,-3.5893224192609714,1.8399282996641724,5.999526493108039,Risk/Caution
8.0,2.37,-3.5,1,6.484308264561183,-3.563801728043551,1.9913773569029805,5.999661780791457,Risk/Caution
6.0,2.05,-7.5,1,6.322269775714718,-5.088849026254938,1.9624553049937976,5.999876742270939,Risk/Caution
9.0,2.16,-3.8,1,7.349195589263514,-4.769817010166322,2.0794646254148783,5.142825057858949,Risk/Caution
7.0,2.09,-4.8,1,7.249425420902511,-4.778440721547373,2.0824747324391986,5.387732184184964,Risk/Caution
9.0,2.28,-5.5,1,7.749589586358936,-4.984600515390981,2.138910523170856,5.562665845846403,Risk/Caution
8.0,2.54,-4.0,1,7.8211354188278115,-4.70328608242213,2.2535075165506115,5.687618461318859,Risk/Caution
6.0,2.0,-5.0,1,4.777370478733015,-5.467607323239404,1.8688241843399809,5.767312649769352,Risk/Caution
6.0,2.5,-6.0,1,5.126693199095011,-5.619719516599575,2.0491601316714148,5.833794749835252,Risk/Caution
5.0,2.0,-6.5,1,4.492235130865529,-5.975116441909465,2.017915499880253,5.939429573555121,Risk/Caution
6.0,2.08,-6.0,1,4.5199396177893085,-5.405257060238931,1.5886801169613272,5.997013012633897,Risk/Caution
5.0,1.46,-4.5,1,4.657099726992364,-5.146612185884951,1.5519143692580908,5.997866437595642,Risk/Caution
5.0,2.15,-5.0,1,4.755071233565975,-5.104722989917822,1.7227959780414932,5.99847602685403,Risk/Caution
5.0,2.24,-4.0,1,3.138549271428195,-5.088073977717213,1.496591743403324,6.074090413751345,Risk/Caution
5.0,2.0,-4.5,1,3.670392336734425,-4.92005284122658,1.6404226738595171,6.052921724108104,Risk/Caution
6.0,2.05,-3.0,1,5.096803477854173,-3.9326569363261177,2.0934563488909967,6.009839970716834,Risk/Caution
5.0,3.0,-5.0,1,4.8139174670253055,-4.68998351437015,2.4003243345203997,5.872121729546625,Risk/Caution
6.0,2.17,-4.0,1,5.152798190732361,-4.49284536740725,2.3345173818002856,5.90865837824759,Risk/Caution
6.0,2.15,-5.0,1,5.394855850523115,-4.637746691005178,2.281798129857347,5.934755984462564,Risk/Caution
5.0,1.78,-5.5,1,5.102784217649707,-5.22556921361026,1.926740454460992,5.493220529066681,Risk/Caution
5.0,2.25,-6.0,1,5.073417298321219,-5.446835152578758,2.0191003246149943,5.352300377904772,Risk/Caution
5.0,2.3,-5.0,1,5.052440927372299,-5.319167966127684,2.099357374724996,5.251643127074837,Risk/Caution
6.0,2.3,-6.0,1,5.323172090980213,-5.513691404376917,2.156683839089282,5.465459376482027,Risk/Caution
5.0,2.06,-6.0,1,5.23083720784301,-5.652636717412084,2.129059885063773,5.618185268915734,Risk/Caution
7.0,2.29,-4.0,1,5.180601313411639,-4.900487281603663,2.2562558541574513,5.929007494815355,Risk/Caution
6.0,2.92,-4.0,1,5.393616950186384,-4.659082220596415,2.666120159747102,5.968085377563294,Risk/Caution
5.0,2.68,-6.0,1,5.20082497458489,-5.111776643161436,2.411693959054644,5.983717029369028,Risk/Caution
6.0,1.41,-7.0,1,2.7839641634110075,-6.381462903021731,0.5326470424580484,5.999992907671892,Risk/Caution
7.0,2.42,-3.5,0,5.282560837746177,-3.895222228833224,1.8002879752484082,5.231748676146843,Risk/Caution
6.0,2.28,-3.0,0,5.487543455532983,-3.639444449166589,1.9373485537488628,4.879820482962031,Risk/Caution
5.0,2.07,-4.0,0,5.348245325380702,-3.7424603208332776,1.9752489669634736,4.914157487830022,Risk/Caution
4.0,1.47,-2.5,0,4.96303237527193,-3.3874716577380557,1.830892119259624,5.224398205592873,Risk/Caution
6.0,2.15,-2.0,0,4.655516549164913,-2.902611322818111,1.7042930339597104,4.646084497499185,Risk/Caution
6.0,2.28,-3.0,0,5.039654677974938,-2.9304366591557938,1.8687807385426505,4.747203212499418,Risk/Caution
5.0,1.69,-1.5,0,5.028324769982099,-2.521740470825567,1.8177005275304643,4.533716580356727,Risk/Caution
6.0,2.3,-3.5,0,4.91407870938726,-4.492747935970836,1.827972857020633,4.2847033997180155,Risk/Caution
5.0,2.31,-5.0,0,4.752080974177174,-4.741197926515733,2.1538637025615475,4.43097112230511,Risk/Caution
7.0,2.69,-4.5,0,5.166293510539982,-3.42658431097424,2.201918251345308,3.8531557751108583,Risk/Caution
5.0,3.0,-5.0,0,5.084843627826521,-4.299277709680735,2.5132235976251573,3.925079477097377,Risk/Caution
5.0,1.79,-2.5,0,3.61850365155834,-2.653914439213019,2.307207308836203,4.230393449889988,Risk/Caution
5.0,3.23,-5.0,0,4.880369329121677,-4.359280628735942,2.4560839715046785,4.042715688080695,Risk/Caution
5.0,1.9,-4.5,0,4.914549520801199,-4.399486163382815,2.297202836789056,4.030511205771925,Risk/Caution
6.0,2.86,-5.0,0,5.6976913021757625,-4.316594200629098,2.290250812006484,3.8143710368313934,Risk/Caution
6.0,1.75,-3.0,0,4.797409468813982,-3.406605958272741,1.5394084857295969,4.038245522278052,Risk/Caution
6.0,2.76,-5.5,0,4.435156404142218,-4.8620539464328925,1.7906847261055712,5.184232665991395,Risk/Caution
5.0,2.73,-3.5,0,4.596540288673012,-4.472895676023494,2.0590605186468367,5.131594761422425,Risk/Caution
5.0,2.24,-2.0,0,4.181908310547455,-3.710661059195661,2.174214550330019,4.78142589868491,Risk/Caution
6.0,2.47,-2.0999999999999996,0,4.701363078962468,-3.250472185139758,2.258724678807156,4.558161356203508,Risk/Caution
6.0,2.08,-3.5,0,5.803561817722426,-3.360077099422053,2.2051157535420542,3.89539810396801,Risk/Caution
6.0,2.31,-4.0,0,5.899776437613483,-3.7755495405214554,2.2850590579296197,4.23234597141225,Risk/Caution
5.0,2.3,-2.8,0,4.642743080415043,-3.6446681329191097,1.822989315270214,4.322625495618494,Risk/Caution
5.0,2.38,-4.5,0,5.506753196692795,-3.558482958381692,2.164909755120318,3.979858781658292,Risk/Caution
5.0,2.23,-5.0,0,5.361966569066283,-3.9703449702726368,2.1835069679430843,4.271327701184495,Risk/Caution
5.0,1.8,-4.0,0,5.592840086258308,-4.495073964424814,2.244646412215859,4.6282284189716805,Risk/Caution
5.0,1.72,-2.8,0,5.710632697070565,-4.113813247155517,2.1631869450080914,4.32052470355698,Risk/Caution
6.0,2.75,-2.7,0,5.793309069336118,-3.7098666051110833,2.3308478178629226,3.943231931112128,Risk/Caution
6.0,2.64,-3.0,0,6.098627076191897,-3.9744217373015736,2.519003988705573,3.766955066893943,Risk/Caution
6.0,2.33,-4.0,0,5.029911773567294,-3.9869498659701903,1.9509204024008029,3.3913036055581345,Risk/Caution
6.0,2.44,-3.0,0,5.307079838262353,-3.704964189978708,2.0906574302862877,3.2795025753986677,Risk/Caution
6.0,2.76,-4.0,0,5.505057027330252,-3.789260135699077,2.2818981644902054,3.48535898242762,Risk/Caution
5.0,2.0,-3.5,0,4.979977050776331,-3.6783017987241537,2.171245686767568,4.302244527123769,Risk/Caution
6.0,2.0,-3.5,0,4.695326913548226,-3.885678498077316,1.9166347254983849,3.9060657897681375,Risk/Caution
5.0,2.0,-4.0,0,4.782376366820161,-3.91834178434094,1.940453375355989,3.93290413554867,Risk/Caution
5.0,2.0,-4.0,0,4.844554547728686,-3.941672703100671,1.9574666966828491,3.952074382534764,Risk/Caution
5.0,2.0,-4.0,0,4.888967534091918,-3.958337645071908,1.9696190690591784,3.96576741609626,Risk/Caution
5.0,2.0,-4.5,0,4.778196741371129,-4.621321601073669,1.799558156918312,3.694065821612525,Risk/Caution
5.0,2.0,-4.0,0,4.359537535283062,-4.202862206446876,1.9066114107086616,3.415696438817984,Risk/Caution
7.0,2.44,-6.0,0,4.380426546415337,-5.891757140659441,1.5594103124045118,3.5813623986225505,Risk/Caution
7.0,2.08,-6.0,0,6.126450563837877,-5.298697232535577,2.0350908106398364,3.9447924217919863,Risk/Caution
7.0,2.76,-4.5,0,5.558595576924413,-3.632733308704546,2.315155603665195,4.118976486680422,Risk/Caution
7.0,2.45,-4.1,0,6.264589580063476,-3.7391496472982375,2.305691634523059,3.856620656469603,Risk/Caution
6.0,2.31,-5.0,0,6.188992557188198,-4.099392605213026,2.306922596087899,3.8975861831925736,Risk/Caution
6.0,2.18,-3.0,0,5.340011864864503,-4.100361736593669,1.9329601297696424,3.8169045857115793,Risk/Caution
7.0,2.42,-5.0,0,5.8142941891889315,-4.35740124042405,2.0721143784068876,3.869217561222557,Risk/Caution
6.0,2.38,-5.0,0,6.109333769994353,-4.529286347155127,2.167813458370861,3.6475599802155902,Risk/Caution
8.0,3.02,-5.0,0,6.831292739793037,-4.555758340385269,2.42398645835248,3.3303877450079544,Risk/Caution
3.0,1.9,-5.6,1,4.224489795918367,-5.783673469387756,2.2887755102040814,4.714285714285714,Risk/Caution
4.0,2.79,-5.0,1,3.255580480679769,-6.162800866835168,2.4413973352866427,5.202853159981819,Risk/Caution
4.0,2.0,-7.0,1,3.4682717719141203,-6.4020006191679775,2.3152838109190306,5.430609399987014,Risk/Caution
4.0,2.91,-3.0,1,3.6201941227958,-5.430000442262841,2.485202722085022,5.307578142847866,Risk/Caution
5.0,2.35,-6.0,1,3.243510977695262,-5.55903806204914,2.1121001173779237,5.397805445644266,Risk/Caution
4.0,1.87,-8.0,1,3.614036213109827,-6.142366358188337,2.0608674068254715,5.202961962063402,Risk/Caution
5.0,1.94,-7.0,1,4.01002586650702,-6.387404541563098,2.026333862018194,5.144972830045287,Risk/Caution
1.0,0.0,-4.0,1,1.7138768356004008,-5.019844719473806,0.4230894233454372,5.195343779677913,Risk/Caution
4.0,1.41,-7.0,1,2.7926584849022285,-6.17217948757648,0.7628866678845889,5.196622183381381,Risk/Caution
1.0,0.0,-6.0,1,2.280470346358735,-6.122985348268915,0.5449190484889921,5.140444416700986,Risk/Caution
4.0,1.41,-7.0,1,2.5104440542646604,-6.552543545035161,0.6808770655556082,4.990022661582136,Risk/Caution
5.0,1.89,-6.0,1,4.322573717969886,-5.765463632814703,1.8334845630692516,4.963089123876896,Risk/Caution
6.0,2.36,-5.5,1,4.455748439493399,-5.485956134407691,1.8179754238590569,5.132321109284583,Risk/Caution
6.0,2.86,-5.0,1,4.908797846478501,-5.404144326057917,2.2346524728164847,5.629297339719844,Risk/Caution
1.0,0.0,-7.0,1,2.976879874496171,-6.2322116104625245,1.319878813653131,6.007229513926321,Risk/Caution
5.0,2.0,-5.0,1,3.9152644404665167,-5.49984683737571,1.8229588748576455,5.366313388673031,Risk/Caution
5.0,2.0,-4.0,1,3.5056394316083184,-4.756936390403924,1.545751477212007,5.053705067855329,Risk/Caution
5.0,2.0,-4.0,1,3.9325995940059415,-4.540668850288517,1.6755367694371477,5.324075048468092,Risk/Caution
8.0,2.28,-4.5,0,6.233431648377801,-3.915677141327168,1.9373485537488628,5.191459340920874,Risk/Caution
7.0,2.07,-2.0,0,6.452451177412715,-3.368340815233691,1.9752489669634736,5.136756672086339,Risk/Caution
6.0,1.98,-2.0,1,5.489795918367347,-4.755102040816327,1.6021574344023324,4.839650145772595,Risk/Caution
6.0,1.42,-5.0,1,5.635568513119534,-4.825072886297376,1.5501124531445232,4.885464389837567,Risk/Caution
8.0,2.42,-5.0,1,6.311120366513952,-4.875052061640983,1.798651752246088,4.918188849883977,Risk/Caution
6.0,2.33,-5.0,1,6.222228833224252,-4.910751472600702,1.9504655373186344,4.94156346420284,Risk/Caution
7.0,2.07,-4.0,1,6.444449166588751,-4.650536766143359,1.9846182409418816,4.958259617287743,Risk/Caution
6.0,1.86,-5.0,1,6.317463690420537,-4.7503834043881135,1.9490130292442012,4.970185440919816,Risk/Caution
6.0,2.08,-5.0,1,5.141563107357417,-5.0767262267286295,1.5886801169613272,4.984788490265212,Risk/Caution
5.0,1.46,-5.0,1,5.101116505255298,-5.054804447663306,1.5519143692580908,4.9891346359037225,Risk/Caution
8.0,2.15,-5.0,1,5.929368932325213,-5.039146034045219,1.7227959780414932,5.277953311359802,Risk/Caution
8.0,2.33,-4.0,1,6.520977808803724,-4.742247167175156,1.8962828414582096,5.198538079542716,Risk/Caution
6.0,1.69,-4.0,1,6.372127006288374,-4.530176547982254,1.837344886755864,5.1418129139590825,Risk/Caution
6.0,2.49,-5.0,1,6.265805004491696,-4.664411819987324,2.0238177762541887,5.387009224256487,Risk/Caution
7.0,2.69,-5.0,1,4.90134449304761,-5.120890207202031,2.0300816785334725,5.840433471536987,Risk/Caution
5.0,2.75,-4.0,1,4.929531780748293,-4.800635862287165,2.235772627523909,5.8860239082407055,Risk/Caution
7.0,2.21,-4.0,1,5.5354753983409655,-4.40848768484039,2.1435574630224026,5.941848932775871,Risk/Caution
7.0,2.69,-5.0,1,5.977372812979219,-4.550314370272904,2.0971526090749695,5.8390902053248315,Risk/Caution
7.0,2.34,-5.0,1,6.269552009270871,-4.67879597876636,2.166537577910693,5.88506443237488,Risk/Caution
6.0,3.0,-6.0,1,6.192537149479194,-5.056282841975971,2.4046696985076377,5.917903165982057,Risk/Caution
7.0,2.17,-5.0,1,6.4232408210565675,-5.0402020299828365,2.337621213219742,5.655645118558612,Risk/Caution
7.0,2.15,-5.5,1,6.588029157897548,-5.171572878559169,2.284015152299815,5.46831794182758,Risk/Caution
5.0,1.96,-5.0,1,6.134306541355391,-5.122552056113692,2.191439394499868,5.334512815591129,Risk/Caution
6.0,1.79,-5.0,1,6.09593324382528,-5.087537182938352,2.0767424246427626,5.524652011136521,Risk/Caution
7.0,1.76,-5.0,1,6.354238031303772,-5.06252655924168,1.9862445890305445,5.660465722240372,Risk/Caution
6.0,1.78,-6.0,1,6.25302716521698,-5.330376113744057,1.9273175635932465,5.7574755158859805,Risk/Caution
6.0,2.25,-4.0,1,6.1807336894407,-4.9502686526743265,2.0195125454237473,5.8267682256328435,Risk/Caution
7.0,2.3,-5.0,1,6.582006984408521,-5.178708496262411,2.1568941558284425,5.911616441649411,Risk/Caution
6.0,2.13,-5.0,1,5.276534175718632,-5.295259436868577,2.1294357937900217,5.954906347780312,Risk/Caution
7.0,3.23,-5.0,1,5.768952982656166,-5.2108995977632695,2.4438827098500155,5.967790248414509,Risk/Caution
5.0,1.53,-5.0,1,4.1336704005654425,-5.067414756446281,1.868158911909563,5.203917371265186,Risk/Caution
6.0,3.29,-4.0,1,4.666907428975316,-4.7624391117473435,2.274399222792545,5.431369550903704,Risk/Caution
4.0,1.4,-4.0,1,5.234295710267972,-4.423629413902093,2.304372894603697,5.79277315995033,Risk/Caution
5.0,2.68,-5.0,1,5.167354078762838,-4.58830672421578,2.4116949247169264,5.85198082853595,Risk/Caution
4.0,1.5,-4.0,1,4.799670448348386,-4.504238124599888,2.228415777916799,5.434684096191811,Risk/Caution
5.0,1.5,-5.0,1,4.85690746310599,-4.645884374714205,2.020296984226285,5.310488640137008,Risk/Caution
6.0,1.94,-4.0,1,4.198617745250968,-4.441924226766989,1.8689661652758265,5.804302501526922,Risk/Caution
6.0,1.94,-4.0,1,4.713298389464978,-4.315660161976421,1.8892615466255904,5.86021607251923,Risk/Caution
7.0,1.41,-5.0,1,3.8194330880459506,-5.23876836646067,1.0568161373008138,5.995167444150818,Risk/Caution
1.0,0.0,-5.0,1,3.013880777175679,-5.170548833186192,0.7548686695005813,5.996548174393442,Risk/Caution
6.0,1.41,-5.0,1,3.4560616210079997,-5.291096343462343,0.7879942191329496,5.99823886448645,Risk/Caution
4.0,1.16,-6.0,1,4.1306436841877545,-5.638314460950175,1.051833785271913,5.999101461472679,Risk/Caution
5.0,1.54,-5.0,1,3.7401243286672217,-5.733833908648048,0.9766498904448536,5.795459929322796,Risk/Caution
7.0,2.33,-5.0,1,4.763082453711739,-5.273696424003517,1.6009383999269062,5.9805964072044135,Risk/Caution
7.0,2.03,-5.5,1,5.4022017526512425,-5.3383545885739405,1.7235274285192186,5.986140290860296,Risk/Caution
7.0,1.85,-5.0,1,5.85871553760803,-5.241681848981386,1.759662448942299,5.990100207757354,Risk/Caution
7.0,2.81,-5.0,1,6.184796812577164,-5.172629892129562,2.0597588921016423,6.278643005540967,Risk/Caution
6.0,1.68,-5.0,1,6.131997723269404,-5.12330706580683,1.9512563515011732,6.199030718243549,Risk/Caution
6.0,2.51,-5.0,1,6.094284088049574,-5.088076475576306,2.1108973939294096,6.142164798745392,Risk/Caution
7.0,2.08,-5.0,1,6.333818412270191,-5.04493697733485,2.042702752004801,6.072533060584384,Risk/Caution
6.0,2.18,-4.0,1,6.238441723050137,-4.746383555239179,2.0819305371462864,6.0518093289888455,Risk/Caution
7.0,2.76,-5.0,1,6.456029802178669,-4.818845396599413,2.2756646693902045,6.037006663563461,Risk/Caution
6.0,1.93,-4.5,1,6.325735572984764,-4.727746711856724,2.1769033352787175,6.026433331116758,Risk/Caution
7.0,2.44,-5.0,1,6.518382552131975,-4.805533365611945,2.2520738109133696,6.018880950797684,Risk/Caution
5.0,2.85,-4.0,1,3.4404501487904215,-4.29710931206802,1.2476034238377438,6.001791132073334,Risk/Caution
7.0,2.64,-5.0,1,4.457464391993158,-4.497935222905729,1.6454310170269597,6.001279380052382,Risk/Caution
6.0,1.85,-4.0,1,5.008910404078142,-4.152007766788637,1.9558321515443673,6.000652744924685,Risk/Caution
6.0,2.61,-5.0,1,5.872371652161374,-4.255191472890941,2.3666154279411766,6.0000225664449465,Risk/Caution
6.0,2.3,-5.0,1,5.196265007330637,-4.7040794129766095,1.8358744866569077,6.000005874230776,Risk/Caution
6.0,2.11,-5.0,1,5.425903576664741,-4.788628152126149,1.9141960618977911,6.000004195879126,Risk/Caution
6.0,2.42,-4.0,1,5.589931126189101,-4.56330582294725,2.0587114727841365,6.0000029970565185,Risk/Caution
6.0,2.11,-4.0,1,5.707093661563643,-4.402361302105178,2.0733653377029544,6.000002140754656,Risk/Caution
6.0,2.38,-4.0,1,5.7907811868311745,-4.287400930075128,2.160975241216396,6.000001529110469,Risk/Caution
6.0,2.23,-5.0,1,5.850557990593696,-4.491000664339377,2.180696600868854,6.000001092221764,Risk/Caution
8.0,3.02,-6.0,1,6.464684278995497,-4.922143331670983,2.4204975720491815,5.714286494444117,Risk/Caution
7.0,1.8,-5.5,1,6.6176316278539264,-5.087245236907846,2.243212551463701,6.367347496031512,Risk/Caution
8.0,2.58,-6.0,1,7.012594019895662,-5.348032312077033,2.3394375367597866,6.833819640022509,Risk/Caution
6.0,1.72,-6.0,1,6.723281442782616,-5.534308794340737,2.162455383399847,6.595585457158935,Risk/Caution
1.0,2.82,-4.0,1,5.144531348358478,-5.3950555073167035,2.4702323384693097,6.303870131203539,Risk/Caution
6.0,2.64,-4.0,1,5.388950963113198,-4.9964682195119305,2.518737384620936,6.217050093716813,Risk/Caution
6.0,2.0,-5.0,1,5.77576373546156,-4.725696265585851,2.4589533979081972,6.020590349953344,Risk/Caution
6.0,2.0,-5.0,1,5.171117173953967,-4.422557336939256,2.0153460531831,6.005359837034919,Risk/Caution
6.0,2.0,-6.5,1,4.975759042594198,-5.546042273382664,1.8973325137909371,6.000508458293439,Risk/Caution
6.0,2.0,-5.5,1,5.477428082956224,-5.4214501394809504,1.947618629485172,6.000259417496653,Risk/Caution
6.0,2.0,-7.5,1,4.718952571390138,-6.52641334362845,1.9981890915283913,6.00000896848131,Risk/Caution
6.0,2.0,-8.0,1,6.0825557009650435,-7.486749377350026,1.999828209062132,6.000000850790551,Risk/Caution
5.0,2.0,-7.5,1,5.756405969880124,-7.4932394782398095,1.9999123515623125,6.000000434076812,Risk/Caution
6.0,2.0,-7.5,1,5.875717331571492,-7.496550754203984,1.999955281409343,6.0000002214677615,Risk/Caution
7.0,2.0,-7.5,1,5.216294599013819,-7.426215835642436,1.7084431698795668,6.000000057649876,Risk/Caution
6.0,2.0,-6.0,1,5.440210427867014,-7.018725596887455,1.7917451213425477,6.000000041178483,Risk/Caution
3.0,2.0,-7.0,1,3.4769237571895295,-7.237312875008824,1.4073423873502389,6.0000000076564985,Risk/Caution
7.0,2.0,-4.0,1,4.596659163543054,-5.909568143254264,1.5641728344237185,6.000000000518808,Risk/Caution
1.0,0.0,-7.5,1,3.552481697273281,-7.204283955951068,1.3475361520541511,6.000000000096465,Risk/Caution
5.0,2.0,-7.0,1,3.9660583551952007,-7.14591711139362,1.5339543943243938,6.000000000068904,Risk/Caution
7.0,2.0,-7.5,1,4.832898825139429,-7.247083650995442,1.6671102816602814,6.0000000000492175,Risk/Caution
6.0,2.0,-6.0,1,5.404540216907872,-6.942389617854818,1.8301583069695313,6.0000000000251115,Risk/Caution
6.0,2.0,-5.0,1,4.569595298258886,-6.651690816671405,1.6768753917581831,6.000000000004669,Risk/Caution
6.0,2.0,-5.0,1,5.128861260298428,-6.024668664967713,1.8822432185707665,6.000000000001702,Risk/Caution
4.0,1.87,-5.5,1,4.9624733099619665,-4.976290134362183,2.1565135735390824,6.000000179582167,Low/Minimal
