pEffort,uaI,SleepInd,Sex_F,pEffort(MA6),SleepInd(MA6),uaI(MA6),Appetite(MA6),FatigInd
2.0,2.33,-4.5,1,4.116052364258548,-4.84020723883013,2.2060811239564875,6.000000128272976,Low/Minimal
5.0,2.43,-6.0,1,4.376698099463329,-5.609340813750919,2.2754193378494465,6.000000002262554,Low/Minimal
6.0,2.69,-6.0,1,4.840498642473807,-5.720957724107799,2.3938709556067472,6.00000000161611,Low/Minimal
1.0,0.0,-7.0,1,3.5666517024745032,-5.568857091975766,1.9691387731194572,6.000000000028507,Low/Minimal
6.0,2.18,-6.0,1,6.230192696939084,-5.349177875896385,2.024610932138427,5.999911958764957,Low/Minimal
8.0,3.12,-3.5,1,6.956349374511269,-3.174198708414105,2.466375920738039,5.992286047375624,Low/Minimal
4.0,2.0,-5.0,1,4.807146431100752,-4.876360292956495,2.0560749865604695,6.203708275353937,Low/Minimal
2.0,2.0,-7.0,1,4.005104593643394,-5.483114494968925,2.040053561828907,6.145505910967098,Low/Minimal
7.0,2.0,-4.5,1,6.047057493778551,-4.694001372149574,2.001699545048825,5.994254016407151,Low/Minimal
5.0,2.0,-8.0,1,5.747898209841821,-5.638572408678267,2.001213960749161,5.9958957260051085,Low/Minimal
6.0,2.0,-4.0,1,5.8199272927441585,-5.170408863341619,2.0008671148208292,5.997068375717935,Low/Minimal
7.0,2.0,-6.0,1,6.157090923388685,-5.40743490238687,2.000619367729164,5.997905982655668,Low/Minimal
6.0,2.0,-6.0,1,6.488311695606472,-5.493589235911669,2.000316003943451,5.998931623803912,Low/Minimal
7.0,2.0,-5.0,1,6.738934538574731,-5.0477496101590145,2.0001612265017608,5.713740624389752,Low/Minimal
6.0,2.0,-4.0,1,6.58108905029323,-5.146811025591335,2.0000822584192655,5.853949298158037,Low/Minimal
5.0,2.0,-5.0,1,6.129349321638022,-5.104865018279525,2.000058756013761,5.895678070112884,Low/Minimal
1.0,0.0,-8.0,1,5.37372622300939,-6.4787709396158455,1.4285823533374784,5.980602961212755,Low/Minimal
6.0,2.0,-6.800000000000001,1,5.476390930106832,-5.86059741817135,1.7084603843558563,5.990103551639161,Low/Minimal
1.0,1.0,-6.0,1,5.008545792288167,-4.65074417557747,1.709143370012237,6.6129033249377995,Low/Minimal
6.0,2.0,-5.0,1,5.291818423062977,-4.750531553983907,1.7922452642944549,6.437788089241286,Low/Minimal
8.0,2.0,-6.0,1,6.065584587902126,-5.107522538559934,1.8516037602103248,6.31270577802949,Low/Minimal
7.0,2.0,-2.5,1,6.222151817748589,-4.106239992186565,1.9459197376859785,6.113959831643401,Low/Minimal
5.0,2.0,-3.0,1,6.494953286351526,-4.190320696860994,1.9802914495940156,6.041530550890453,Low/Minimal
5.0,2.0,-8.0,1,5.858559317114828,-5.637453449569932,1.9973825013379332,6.005515685281332,Low/Minimal
1.0,0.0,-5.5,1,3.986143795294028,-5.0717766297169025,1.6116113243981796,5.663576782010969,Low/Minimal
1.0,0.0,-6.0,1,3.5280524055799307,-5.256710586517208,1.1679905679801468,5.999712791551178,Low/Minimal
1.0,0.0,-7.0,1,1.8663193475582909,-5.742375725353293,0.4081608100739658,5.999925237284252,Low/Minimal
1.0,0.0,-7.0,1,1.975197664399805,-6.422734205891632,0.3561434845048849,5.99998053865167,Low/Minimal
1.0,0.0,-7.0,1,1.6965697602855752,-6.587667289922594,0.2543882032177749,5.999986099036907,Low/Minimal
1.0,0.0,-6.0,1,3.2711786866441903,-6.021319031255449,1.30048599611644,5.999999754806778,Low/Minimal
1.0,0.0,-6.5,1,3.8337750195045337,-5.578593685110069,1.5224071947513556,5.99999999779344,Low/Minimal
1.0,0.0,-6.0,1,4.152233175557672,-5.4772560822406495,1.6547634739147117,5.999999999998117,Low/Minimal
1.0,0.0,-4.0,1,3.6726353753064873,-5.099221492142618,0.7915536862413696,5.791753436068178,Low/Minimal
1.0,0.0,-7.0,1,2.9090252680760624,-5.642301065816156,0.5653954901724069,5.851252454334413,Low/Minimal
1.0,0.0,-6.0,1,3.294026534345076,-5.829368169850389,1.469242631450513,5.972342709573097,Low/Minimal
2.0,2.0,-5.0,1,2.782688857404719,-5.51571636409073,1.9711436463934648,5.99997638864663,Low/Minimal
2.0,2.0,-6.5,1,2.5590634695747996,-5.796940260064807,1.9793883188524748,5.999983134747593,Low/Minimal
2.0,2.0,-5.5,1,2.3993310496962854,-5.712100185760576,1.9852773706089104,5.999987953391138,Low/Minimal
2.0,2.0,-7.0,1,2.2852364640687752,-6.080071561257554,1.989483836149222,5.999991395279385,Low/Minimal
2.0,2.0,-5.5,1,2.4538033761183584,-5.813437157892695,1.9961675787715825,5.999996864168873,Low/Minimal
2.0,2.0,-6.0,1,2.3111528338623755,-5.829969809727658,1.9986033450333751,5.9999988572044005,Low/Minimal
2.0,2.0,-6.0,1,2.158751445848151,-5.913249902922275,1.9992874209353957,5.999999416941021,Low/Minimal
2.0,2.0,-6.0,1,2.1133938898915363,-5.938035644944483,1.999491014953854,5.999999583529301,Low/Minimal
2.0,2.0,-5.5,1,2.0809956356368113,-5.812882603531773,1.9996364392527528,5.999999702520929,Low/Minimal
2.0,2.0,-5.0,1,2.3793715873311996,-5.3982808321908795,1.9998675070163092,5.999999891589261,Low/Minimal
2.0,2.0,-5.5,1,2.270979705236571,-5.427343451564914,1.9999053621545064,5.999999922563758,Low/Minimal
2.0,2.0,-5.0,1,2.448607764299042,-5.40355082054115,1.999965510989252,5.999999971779796,Low/Minimal
1.0,0.0,-6.0,1,1.9377257615534889,-5.74173298250432,1.1702791696938328,5.999999998087789,Low/Minimal
2.0,2.0,-5.5,1,1.9555184011096347,-5.672666416074515,1.4073422640670237,5.999999998634135,Low/Minimal
2.0,2.0,-5.5,1,1.9682274293640247,-5.623333154338939,1.5766730457621596,5.999999999024382,Low/Minimal
2.0,2.0,-6.0,1,1.922120399202357,-5.806494649674252,1.762221629191293,5.9999999999937295,Low/Minimal
1.0,0.0,-6.0,1,2.0827144893889575,-5.901272780446047,1.307255933260864,5.999999999996801,Low/Minimal
2.0,2.0,-6.0,1,2.0590817781349697,-5.929480557461463,1.5051828094720456,5.999999999997715,Low/Minimal
1.0,0.0,-6.5,1,1.7564869843821214,-6.092486112472473,1.0751305781943183,5.9999999999983675,Low/Minimal
2.0,2.0,-6.0,1,1.8757586655010825,-5.945145975751262,1.5281278460175094,5.999999999999167,Low/Minimal
2.0,2.0,-6.0,1,2.158804178389607,-5.805082352679031,1.8280349293066724,5.999999999999697,Low/Minimal
2.0,2.0,-5.0,1,2.1134315559925767,-5.5750588233421645,1.8771678066476232,5.999999999999784,Low/Minimal
1.0,0.0,-6.0,0,3.619020562470279,-6.233971371284877,1.3082816331610774,4.260807869097743,Low/Minimal
3.0,1.0,-6.0,0,3.442157544621628,-6.167122408060627,1.2202011665436268,4.186291335069816,Low/Minimal
1.0,0.0,-5.0,0,2.7443982461583056,-5.833658862900448,0.8715722618168763,3.8473509536212975,Low/Minimal
1.0,0.0,-5.0,0,2.2459987472559324,-5.5954706163574635,0.622551615583483,3.60525068115807,Low/Minimal
1.0,1.0,-6.0,0,1.889999105182809,-5.711050440255331,0.7303940111310593,3.7180362008271928,Low/Minimal
4.0,1.0,-5.0,0,2.492856503702006,-5.5078931716109505,0.8074242936650423,4.084311572019423,Low/Minimal
4.0,1.0,-5.0,0,2.9234689312157185,-5.362780836864964,0.8624459240464588,4.3459368371567315,Low/Minimal
1.0,0.0,-6.0,0,2.373906379439799,-5.544843454903545,0.6160328028903277,4.247097740826237,Low/Minimal
1.0,0.0,-5.0,0,2.517299173183571,-5.482062987195686,0.6020575524950651,3.840355990217468,Low/Minimal
1.0,0.0,-5.0,0,2.08378512370255,-5.344330705139775,0.4300411089250465,4.171682850155334,Low/Minimal
5.0,2.44,-5.5,0,4.232487815195153,-4.582183123818726,1.5707933667516685,3.6096921747478703,Low/Minimal
3.0,2.0,-5.0,0,4.107209566545644,-4.824350849554319,1.97142541047833,4.036288936564283,Low/Minimal
4.0,2.0,-5.0,0,4.076578261818318,-4.874536321110227,1.9795895789130928,3.7402063832602024,Low/Minimal
3.0,2.0,-3.5,0,3.76898447272737,-4.481811657935877,1.9854211277950664,3.8144331309001447,Low/Minimal
5.0,2.0,-6.0,0,4.120703194805264,-4.9155797556684835,1.989586519853619,3.8674522363572463,Low/Minimal
4.0,2.0,-5.5,0,4.086216567718045,-5.082556968334631,1.992561799895442,3.619608740255176,Low/Minimal
1.0,2.0,-5.5,0,3.3783588074774213,-5.24582979895577,1.9972892856761817,3.86137344761486,Low/Minimal
5.0,2.0,-5.5,0,4.327977615440812,-5.4567445332558755,1.9992943788203303,3.963914370995122,Low/Minimal
5.0,2.0,-4.5,0,4.519984011029152,-5.183388952325625,1.999495984871665,4.259938836425087,Low/Minimal
5.0,2.0,-5.0,0,4.657131436449394,-5.130992108804017,1.9996399891940464,4.471384883160777,Low/Minimal
4.0,2.0,-5.0,0,4.469379597463853,-5.093565792002869,1.9997428494243188,4.622417773686269,Low/Minimal
4.0,2.0,-6.0,0,4.3352711410456095,-5.3525469942877635,1.9998163210173705,4.730298409775907,Low/Minimal
5.0,2.0,-6.0,0,4.525193672175435,-5.537533567348403,1.9998688007266932,4.521641721268505,Low/Minimal
5.0,2.0,-5.5,0,4.660852622982453,-5.526809690963145,1.9999062862333523,4.65831551519179,Low/Minimal
5.0,2.0,-6.0,0,4.82696562397064,-5.75857637294038,1.999952186853751,4.335875262852954,Low/Minimal
3.0,2.0,-5.0,0,4.304975445693314,-5.541840266385986,1.9999658477526796,4.239910902037824,Low/Minimal
3.0,1.0,-5.0,0,3.9321253183523672,-5.387028761704276,1.7142613198233425,3.885650644312732,Low/Minimal
5.0,2.0,-4.0,0,4.237232370251691,-4.990734829788768,1.795900942730959,4.204036174509094,Low/Minimal
4.0,2.0,-4.5,0,4.529200188903924,-4.852415729484065,1.8958678279239587,3.900018456382191,Low/Minimal
4.0,2.0,-5.5,0,4.378000134931375,-5.037439806774332,1.925619877088542,3.6428703259872792,Low/Minimal
4.0,2.0,-5.5,0,4.270000096379553,-5.169599861981665,1.94687134077753,3.7449073757051994,Low/Minimal
4.0,1.0,-4.5,0,4.19285721169968,-4.978285615701189,1.67633667198395,3.532076696932285,Low/Minimal
4.0,2.0,-4.5,0,3.6902332712753463,-4.948104905969994,1.4267023836652806,3.2714677025164725,Low/Minimal
5.0,2.0,-5.0,0,4.064452336625248,-4.962932075692853,1.5905017026180577,3.479619787511766,Low/Minimal
4.0,2.0,-5.0,0,4.046037383303748,-4.97352291120918,1.7075012161557552,3.0568712767941184,Low/Minimal
5.0,2.0,-4.0,0,4.513284379236605,-4.496695362861827,1.850765926610079,3.2330975902010812,Low/Minimal
1.0,0.0,-5.0,0,3.509488842311861,-4.640496687758448,1.3219756618643423,3.4522125644293435,Low/Minimal
3.0,1.0,-5.5,0,3.3639206016513294,-4.886069062684606,1.2299826156173874,3.608723260306674,Low/Minimal
6.0,2.0,-4.5,0,4.68947543791958,-4.669850241503136,1.7193814196856367,3.5716921502575345,Low/Minimal
4.0,2.0,-4.0,0,4.3970391537607805,-4.419041633200852,1.897733753529751,3.3541152151084312,Low/Minimal
4.0,1.0,-4.0,0,4.283599395543415,-4.299315452286322,1.6412383953783936,3.2529394393631654,Low/Minimal
4.0,2.0,-4.5,0,4.202570996816725,-4.35665389449023,1.7437417109845668,3.1806710281165467,Low/Minimal
4.0,2.0,-4.5,0,4.1446935691548035,-4.397609924635878,1.816958364988976,3.4147650200832476,Low/Minimal
4.0,2.0,-5.0,0,4.256812525202188,-4.430615861747769,1.933293864791901,3.2969260277271313,Low/Minimal
5.0,2.0,-5.0,0,4.469151803715848,-4.593297044105549,1.9523527605656432,3.4978043055193795,Low/Minimal
1.0,0.0,-3.5,0,3.477965574082748,-4.280926460075392,1.3945376861183167,3.355574503942414,Low/Minimal
5.0,2.0,-5.0,0,3.9128325529162487,-4.486376042910994,1.5675269186559406,3.2539817885302957,Low/Minimal
5.0,2.0,-5.0,0,4.223451823511606,-4.633125744936423,1.6910906561828147,3.181415563235926,Low/Minimal
5.0,2.0,-4.5,0,4.807883583424289,-4.772002931090012,1.8423931919300076,3.092558960834656,Low/Minimal
4.0,2.0,-3.0,0,4.57705970244592,-4.265716379350009,1.887423708521434,3.3518278291676116,Low/Minimal
5.0,2.0,-3.7,0,4.697899787461372,-4.104083128107149,1.919588363229596,3.5370198779768653,Low/Minimal
6.0,1.5,-5.0,0,5.285714285714286,-5.3040399833402745,1.9228446480633068,3.65597667638484,Low/Minimal
1.0,0.0,-7.5,0,4.061224489795919,-5.931457130957339,1.373460462902362,3.4685547688463143,Low/Minimal
6.0,1.9,-5.0,0,4.8067471886713875,-5.271151597427213,1.5701328892358988,3.5247728412481196,Low/Minimal
6.0,2.83,-5.0,0,5.147676563336705,-5.193679712448009,1.930094920882785,3.660552029462943,Low/Minimal
1.0,0.0,-6.0,0,3.932488042518727,-5.58861209818776,1.2969872045320332,3.337016341562726,Low/Minimal
1.0,0.0,-7.0,0,3.094634316084805,-5.991865784419828,0.9264194318085952,3.8121545296876618,Low/Minimal
1.0,0.0,-7.0,0,2.4961673686320034,-6.279904131728449,0.661728165577568,4.151538949776901,Low/Minimal
4.0,1.4,-5.0,0,2.925833834737145,-5.9142172369488915,0.8726629754125486,3.8225278212692153,Low/Minimal
2.0,2.79,-6.0,0,3.084609099355686,-5.956233284157598,1.7178892731696678,3.7053713373822528,Low/Minimal
2.0,2.0,-6.0,0,2.774720785254061,-5.96873806011257,1.7984923379783342,3.7895509552730378,Low/Minimal
2.0,2.91,-5.0,0,2.5533719894671867,-5.691955757223264,2.11606595569881,3.849679253766455,Low/Minimal
2.0,3.67,-6.0,0,2.3952657067622765,-5.779968398016617,2.560047111213436,3.8926280384046112,Low/Minimal
2.0,3.06,-6.0,0,2.2823326476873405,-5.84283457001187,2.702890793723882,3.9233057417175794,Low/Minimal
3.0,2.35,-6.0,0,2.4873804626338147,-5.8877389785799075,2.602064852659916,3.945218386941128,Low/Minimal
6.0,2.2,-7.0,0,3.490986044738439,-6.205527841842791,2.4871891804713684,3.675155990672234,Low/Minimal
6.0,1.87,-5.0,0,4.207847174813171,-5.861091315601994,2.310849414622406,3.767968564765882,Low/Minimal
6.0,1.94,-7.0,0,4.719890839152265,-6.186493796858567,2.204892439016004,3.548548974832773,Low/Minimal
5.0,1.94,-5.0,0,4.799922027965904,-5.847495569184691,2.1292088850114315,3.67753498202341,Low/Minimal
1.0,0.0,-6.0,0,3.7142300199756457,-5.8910682637033505,1.5208634892938795,3.4839535585881496,Low/Minimal
1.0,0.0,-7.0,0,2.9387357285540325,-6.20790590264525,1.0863310637813426,3.3456811132772497,Low/Minimal
3.0,1.0,-6.0,0,2.9562398061100232,-6.148504216175179,1.0616650455581018,3.2469150809123213,Low/Minimal
1.0,0.0,-6.0,0,2.397314147221445,-6.106074440125128,0.7583321753986442,3.462082200651658,Low/Minimal
1.0,0.0,-6.0,0,1.9980815337296036,-6.075767457232234,0.5416658395704601,3.3300587147511846,Low/Minimal
1.0,0.0,-6.0,0,1.712915381235431,-6.054119612308739,0.3869041711217572,3.235756224822275,Low/Minimal
3.0,1.0,-6.0,0,2.0806538437395936,-6.038656865934814,0.5620744079441122,3.4541115891587677,Low/Minimal
1.0,0.0,-6.0,0,1.771895602671138,-6.027612047096296,0.4014817199600802,3.6100797065419767,Low/Minimal
1.0,0.0,-6.0,0,1.551354001907956,-6.019722890783069,0.286772657114343,3.4357712189585548,Low/Minimal
7.0,1.41,-6.0,0,3.108110001362826,-6.014087779130764,0.6076947550816736,3.3112651563989677,Low/Minimal
1.0,0.0,-7.5,0,2.5057928581163043,-6.438634127950547,0.4340676822011954,3.2223322545706914,Low/Minimal
1.0,0.0,-6.0,0,2.0755663272259315,-6.313310091393248,0.3100483444294253,3.1588087532647795,Low/Minimal
7.0,1.41,-8.0,0,3.482547376589951,-6.79522149385232,0.624320246021018,3.3991491094748425,Low/Minimal
2.0,1.16,-5.0,0,3.3686466207091588,-6.528174231557307,0.9683266561331724,3.489361790548389,Low/Minimal
1.0,0.0,-7.0,0,2.6918904433636848,-6.662981593969505,0.6916618972379803,3.635258421820278,Low/Minimal
4.0,1.54,-5.0,0,3.06563603097406,-6.1878439956925035,0.9340442123128432,3.739470301300199,Low/Minimal
4.0,1.89,-5.0,0,3.3325971649814714,-5.848459996923216,1.2071744373663165,3.8139073580715706,Low/Minimal
7.0,2.19,-5.0,0,5.66348293184456,-5.250896500336449,1.807046077757404,3.500695101338036,Low/Minimal
7.0,1.89,-6.0,0,6.045344951317543,-5.464926071668892,1.8307471983981456,3.643353643812883,Low/Minimal
1.0,0.0,-8.0,0,4.603817822369674,-6.1892329083349225,1.3076765702843898,3.745252602723488,Low/Minimal
6.0,2.05,-4.0,0,5.841041480455421,-4.797825403912144,1.883555601415594,3.70308039457853,Low/Minimal
1.0,0.0,-8.0,0,3.6155360019581,-5.805457771701825,1.0383116380815491,4.951424704995911,Low/Minimal
1.0,0.0,-7.0,0,2.8682400013986427,-6.146755551215589,0.7416511700582494,4.965303360711365,Low/Minimal
1.0,0.0,-7.0,0,2.334457143856173,-6.390539679439707,0.5297508357558924,4.975216686222403,Low/Minimal
2.0,1.0,-6.0,0,2.2388979598972663,-6.278956913885505,0.6641077398256374,5.268011918730288,Low/Minimal
1.0,0.0,-7.0,0,1.8849271142123332,-6.484969224203932,0.4743626713040267,5.477151370521634,Low/Minimal
2.0,1.0,-4.5,0,1.917805081580238,-5.917835160145666,0.624544765217162,5.340822407515453,Low/Minimal
5.0,2.85,-5.0,0,4.443410319028592,-4.697478956722632,1.9057228147691487,5.828410664180407,Low/Minimal
3.0,2.64,-4.0,0,4.0310073707347085,-4.4981992548018805,2.1155162962636775,5.877436188700291,Low/Minimal
1.0,0.0,-10.0,1,2.52495983816267,-6.437198786220027,1.373460462902362,4.837567680133278,Low/Minimal
1.0,0.0,-7.0,1,2.540915368773367,-5.382653286868797,2.016940164329093,5.156927623901973,Low/Minimal
3.0,1.0,-6.0,1,2.9588780368874996,-5.838453910236125,1.1609573776598796,4.752023331436195,Low/Minimal
1.0,0.0,-5.0,1,2.3991985977767856,-5.598895650168661,0.8292552697570569,4.82287380816871,Low/Minimal
1.0,0.0,-5.0,1,1.9994275698405612,-5.427782607263329,0.5923251926836121,4.873481291549078,Low/Minimal
1.0,0.0,-5.0,1,2.3959344221081125,-5.915649979969082,0.7122729830742013,5.282078229439554,Low/Minimal
1.0,0.0,-6.0,1,3.3732669414070617,-5.832474023439074,1.3096318307637511,5.259349374197783,Low/Minimal
1.0,0.0,-10.5,1,3.833402188275328,-6.572507373505289,1.5188495608122876,5.549483897261517,Low/Minimal
1.0,0.0,-8.0,1,3.739920308674638,-6.029646351638707,1.649363128249483,5.108566621543186,Low/Minimal
1.0,0.0,-7.0,1,3.8223409600537495,-5.976395586789314,1.7994431536807738,4.844111597037045,Low/Minimal
1.0,1.0,-9.8,1,2.7761493783617848,-6.608443402734181,2.042142300257922,4.881088441670342,Low/Minimal
1.0,0.0,-7.0,1,2.0813177577667643,-6.274943313025074,1.0244059717678986,5.552889204941934,Low/Minimal
1.0,0.0,-7.0,1,2.801659073947743,-7.160490155568231,1.428492418194388,5.680031549631075,Low/Minimal
1.0,0.0,-6.5,1,2.537253810854039,-6.733139973752151,1.1702740114012704,5.176830432430277,Low/Minimal
1.0,0.0,-6.0,1,3.160074595779649,-5.508513723874077,1.3682425420652755,5.569092314301351,Low/Minimal
1.0,0.0,-6.0,0,4.877551020408164,-1.663265306122449,1.4755102040816328,4.775510204081632,Low/Minimal
5.0,1.42,-4.5,0,4.937526030820491,-3.154727197001249,1.5524031653477717,5.375260308204915,Low/Minimal
1.0,1.69,-4.0,0,4.772957511915429,-3.9412861577235576,1.8177005275304643,6.112753207794548,Low/Minimal
1.0,1.33,-2.0,0,2.6829360798343753,-2.3039558436994927,1.981359772636804,5.7916369853164325,Low/Minimal
6.0,2.07,-6.0,0,3.630668628453125,-3.359968459785352,2.0066855518834315,5.851169275226024,Low/Minimal
1.0,0.0,-6.0,1,4.798188350300383,-5.107416717420081,1.392152163745858,4.978703886371298,Low/Minimal
6.0,2.92,-4.0,1,5.728013994375162,-4.5930811794629305,2.666122052445176,5.709882423930462,Low/Minimal
1.0,1.0,-5.0,1,2.894539994624989,-4.65084702141654,1.4537048707273423,5.9286816696526685,Low/Minimal
4.0,1.0,-5.0,1,3.2103857104464204,-4.750605015297529,1.3240749076623874,5.949058335466192,Low/Minimal
1.0,0.0,-6.0,1,2.127747811452255,-5.362553579233433,0.6755484222767283,5.97400935482969,Low/Minimal
1.0,1.0,-6.0,1,2.547206323264331,-5.334275713044938,0.9155425922211392,5.993234421811144,Low/Minimal
1.0,0.0,-6.0,1,3.8683154351964353,-5.383174993604924,1.3093137598976687,5.972834970086178,Low/Minimal
5.0,0.0,-8.0,1,5.978766608230599,-5.757925186536706,1.5224866382211069,6.009633138162084,Low/Minimal
1.0,0.0,-3.0,1,4.560595208280918,-4.815267952314646,1.189023795010769,6.004914866409227,Low/Minimal
1.0,0.0,-4.0,1,3.543282291629227,-4.582334251653318,0.8493027107219778,6.003510618863734,Low/Minimal
1.0,0.0,-4.0,1,2.8166302083065906,-4.415953036895227,0.6066447933728413,6.002507584902667,Low/Minimal
1.0,2.0,-6.0,1,4.065275938029871,-5.075275997426843,2.0055925849792637,6.001953293380073,Low/Minimal
1.0,0.0,-7.0,1,3.5964067845874164,-7.037314000675954,1.366675767846039,6.000000000009152,Low/Minimal
5.0,2.0,-5.0,0,4.469151803715848,-4.593297044105549,1.9523527605656432,3.4978043055193795,Low/Minimal
4.0,1.0,-5.0,1,3.2103857104464204,-4.750605015297529,1.3240749076623874,5.949058335466192,Low/Minimal
4.0,2.0,-5.0,0,4.046037383303748,-4.97352291120918,1.7075012161557552,3.0568712767941184,Low/Minimal
7.0,2.0,-5.0,1,6.738934538574731,-5.0477496101590145,2.0001612265017608,5.713740624389752,Low/Minimal
5.0,2.0,-4.5,0,4.807883583424289,-4.772002931090012,1.8423931919300076,3.092558960834656,Low/Minimal
3.0,2.0,-3.5,0,3.76898447272737,-4.481811657935877,1.9854211277950664,3.8144331309001447,Low/Minimal
1.0,0.0,-7.0,1,3.5964067845874164,-7.037314000675954,1.366675767846039,6.000000000009152,Low/Minimal
6.0,2.0,-5.0,1,5.291818423062977,-4.750531553983907,1.7922452642944549,6.437788089241286,Low/Minimal
5.0,2.0,-5.0,0,4.469151803715848,-4.593297044105549,1.9523527605656432,3.4978043055193795,Low/Minimal
2.0,3.06,-6.0,0,2.2823326476873405,-5.84283457001187,2.702890793723882,3.9233057417175794,Low/Minimal
1.0,2.0,-5.5,0,3.3783588074774213,-5.24582979895577,1.9972892856761817,3.86137344761486,Low/Minimal
4.0,2.0,-5.5,0,4.378000134931375,-5.037439806774332,1.925619877088542,3.6428703259872792,Low/Minimal
4.0,1.4,-5.0,0,2.925833834737145,-5.9142172369488915,0.8726629754125486,3.8225278212692153,Low/Minimal
4.0,2.0,-4.5,0,4.202570996816725,-4.35665389449023,1.7437417109845668,3.1806710281165467,Low/Minimal
1.0,0.0,-3.5,0,3.477965574082748,-4.280926460075392,1.3945376861183167,3.355574503942414,Low/Minimal
2.0,1.0,-6.0,0,2.2388979598972663,-6.278956913885505,0.6641077398256374,5.268011918730288,Low/Minimal
1.0,0.0,-6.0,0,2.397314147221445,-6.106074440125128,0.7583321753986442,3.462082200651658,Low/Minimal
1.0,0.0,-7.0,0,2.8682400013986427,-6.146755551215589,0.7416511700582494,4.965303360711365,Low/Minimal
1.0,0.0,-6.0,1,2.0827144893889575,-5.901272780446047,1.307255933260864,5.999999999996801,Low/Minimal
2.0,2.33,-4.5,1,4.116052364258548,-4.84020723883013,2.2060811239564875,6.000000128272976,Low/Minimal
4.0,2.0,-5.5,0,4.378000134931375,-5.037439806774332,1.925619877088542,3.6428703259872792,Low/Minimal
1.0,0.0,-7.0,1,2.540915368773367,-5.382653286868797,2.016940164329093,5.156927623901973,Low/Minimal
2.0,2.0,-6.5,1,2.5590634695747996,-5.796940260064807,1.9793883188524748,5.999983134747593,Low/Minimal
3.0,1.0,-6.0,0,2.9562398061100232,-6.148504216175179,1.0616650455581018,3.2469150809123213,Low/Minimal
